"","X","geoUID","r_external_5yr","r_inter_5yr","r_internal_5yr","r_intra_5yr","r_migrants_5yr","r_movers_5yr","r_nonMigrants_5yr","r_nonMovers_5yr"
"9291",9291,24560216,0,0.667,0.857,0.5,0.292,0.231,1.545,0.779
"9292",9292,24560217,0,0,1,1,0.467,0.15,4,0.85
"9293",9293,24560218,0,0.155,1,0.862,0.552,0.407,1.621,0.589
"9294",9294,24560219,0,0,0.875,1,0.32,0.245,2.125,0.755
"9295",9295,24560220,0,0,1,1,0.5,0.263,1.3,0.737
"9296",9296,24560221,0,0,0.846,0.909,0.542,0.32,1.571,0.693
"9297",9297,24560222,0,0,1,1,0.4,0.069,0.75,0.917
"9298",9298,24560223,0,0,1,1,0.294,0.202,6,0.786
"9299",9299,24560224,0,0,1,0.9,0.625,0.172,3,0.817
"9300",9300,24560225,0,0,1,1,0.111,0.24,4,0.773
"9301",9301,24560226,0.118,0,0.941,1,0.354,0.485,1.455,0.515
"9302",9302,24560227,0.167,0,0.917,1.091,0.6,0.282,0.857,0.732
"9303",9303,24560228,0,0,1,0.8,0.385,0.232,4e+05,0.786
"9304",9304,24560229,0,0.1,0.952,0.95,0.488,0.35,2.444,0.659
"9305",9305,24560230,0,0,0.875,1,0.615,0.197,0.833,0.803
"9306",9306,24560231,0,0,1.143,0.875,0.437,0.18,1.333,0.82
"9307",9307,24560232,0,0,1,1.1,0.455,0.282,0.857,0.718
"9308",9308,24560233,0.143,0.273,0.786,0.818,0.35,0.435,1.588,0.554
"9309",9309,24560234,0.182,0,0.909,1,0.407,0.265,2.143,0.745
"9310",9310,24560235,0,0,0.929,1,0.412,0.298,6.667,0.711
"9311",9311,24560236,0,0,1,0.955,0.595,0.336,1.5,0.664
"9312",9312,24560237,0.286,0,1,1,0.304,0.271,2.5,0.729
"9313",9313,24560238,0,0,1.143,0.875,0.233,0.337,1.222,0.663
"9314",9314,24560239,0,0,1,1,0.5,0.364,1.75,0.649
"9315",9315,24560240,0.125,0,0.875,1,0.327,0.544,2.538,0.444
"9316",9316,24560241,0,0.333,1.125,0.556,0.211,0.442,2,0.558
"9317",9317,24560242,0.038,0.058,1,0.923,0.468,0.485,1.788,0.52
"9318",9318,24560243,0,0,1,1.25,0.154,0.377,3.667,0.623
"9319",9319,24560244,0,0,1.125,0.889,0.229,0.407,2.6,0.605
"9320",9320,24560245,0,0.222,1,0.889,0.391,0.253,1.625,0.758
"9321",9321,24560246,0,0.107,1,0.929,0.329,0.327,2.435,0.677
"9322",9322,24560247,0,0,1.143,1,0.467,0.217,1.333,0.783
"9323",9323,24560248,0,0,0.909,1,0.407,0.321,1.333,0.679
"9324",9324,24560249,0,0,1,1,0.455,0.208,3,0.792
"9325",9325,24560250,0.105,0,0.947,1.056,0.543,0.255,1.5,0.752
"9326",9326,24560251,0.133,0,0.933,1.071,0.536,0.255,1.857,0.755
"9327",9327,24560252,0,0,0.933,1,0.75,0.169,0.833,0.831
"9328",9328,24560253,0,0,1,1,0.727,0.145,1.5,0.855
"9329",9329,24560254,0,0,1.1,0.909,0.556,0.187,1.6,0.823
"9330",9330,24560255,0,0,1,0.968,0.721,0.406,1.333,0.594
"9331",9331,24560256,0,0,0.889,1,0.643,0.248,1,0.752
"9332",9332,24560257,0,0,1,0.923,0.5,0.299,1.625,0.713
"9333",9333,24560258,0,0,1.083,0.923,0.571,0.189,1.6,0.82
"9334",9334,24560259,0,0,1.333,1,0.158,0.196,2.286,0.804
"9335",9335,24560260,NA,NA,NA,NA,NA,NA,NA,NA
"9336",9336,24560261,0,0.187,1,0.812,0.314,0.515,2.615,0.495
"9337",9337,24560262,0.05,0.052,0.96,0.948,0.5,0.5,1.678,0.5
"9338",9338,24560263,0,0.667,1,0.5,0.5,0.154,3,0.846
"9339",9339,24560264,0,0,0.8,0.75,0.333,0.268,2.2,0.696
"9340",9340,24560265,0,0,1,0.8,0.217,0.277,1.357,0.723
"9341",9341,24560266,0.125,0,0.937,1.067,0.571,0.384,1.857,0.616
"9342",9342,24560267,0,0,0,0,0,0.032,1,0.968
"9343",9343,24560268,0,0,1,1,0.429,0.152,1.286,0.837
"9344",9344,24560269,0,0.095,1,0.952,0.525,0.357,0.826,0.643
"9345",9345,24560270,0,0,0.944,1.059,0.391,0.329,1.381,0.671
"9346",9346,24560271,0,0.136,1,0.864,0.423,0.272,2.308,0.723
"9347",9347,24560272,0,0,1,1,0.388,0.345,3.333,0.655
"9348",9348,24560273,0,0.087,0.958,0.913,0.545,0.373,1.909,0.619
"9349",9349,24560274,0,0,1.077,0.929,0.25,0.525,1.407,0.475
"9350",9350,24560275,0,0.25,1,0.75,0.533,0.156,2.667,0.844
"9351",9351,24560276,0,0,0.909,1.1,0.2,0.39,1.955,0.61
"9352",9352,24560277,0.167,0,0.917,1,0.218,0.495,1.654,0.505
"9353",9353,24560278,0,0,1.333,0.5,0.083,0.35,1.684,0.66
"9354",9354,24560279,0.182,0,0.909,0.9,0.25,0.423,2.286,0.577
"9355",9355,24560280,0,0,1.062,0.882,0.258,0.525,1.406,0.475
"9356",9356,24560281,0,0,0.9,1,0.238,0.494,1.778,0.506
"9357",9357,24560282,0,0,1,1,0.245,0.5,2.222,0.5
"9358",9358,24560283,0,0,1,0.923,0.448,0.453,1.231,0.531
"9359",9359,24560284,0,0,1.062,1,0.327,0.505,2.286,0.505
"9360",9360,24560285,0,0,1,1,0.071,0.226,1.625,0.782
"9361",9361,24560286,0,0,1.029,1,0.391,0.412,1.793,0.592
"9362",9362,24560287,0,0.119,1,0.881,0.284,0.46,2.465,0.54
"9363",9363,24560288,0,0,1,1.071,0.56,0.294,2.5,0.718
"9364",9364,24560289,0,0,0.923,1.083,0.382,0.315,3.667,0.685
"9365",9365,24560290,0,0,1,0.857,0.333,0.304,1.25,0.681
"9366",9366,24560291,0,0,0.818,1,0.355,0.397,1.692,0.603
"9367",9367,24560292,0,0,1,1,0.357,0.146,1.5,0.854
"9368",9368,24560293,0,0,1,1,0.231,0.361,3.8,0.653
"9369",9369,24560294,0,0,1,1,0.278,0.273,1.857,0.727
"9370",9370,24560295,0,0,1,1,0.344,0.649,1.538,0.351
"9371",9371,24560296,NA,NA,NA,NA,NA,NA,NA,NA
"9372",9372,24560297,0,0,0.875,1.143,0.471,0.21,0.714,0.778
"9373",9373,24560298,0,0,0.941,1,1,0.189,0.5,0.811
"9374",9374,24560299,0,0,1,1,0.55,0.247,1.8,0.753
"9375",9375,24560300,0,0,1,1,0.769,0.159,0.8,0.829
"9376",9376,24560301,0,0,1,1,0.66,0.402,0.941,0.598
"9377",9377,24560302,0,0,0.941,1.062,0.708,0.235,0.538,0.775
"9378",9378,24560303,0,0,1,1,0.368,0.257,3,0.73
"9379",9379,24560304,0,0,1,1,0.75,0.388,0.481,0.604
"9380",9380,24560305,0,0,1.071,1,0.636,0.324,2.667,0.691
"9381",9381,24560306,0,0,1.053,1,0.679,0.333,2,0.667
"9382",9382,24560307,0,0,1,0.955,0.595,0.402,1,0.598
"9383",9383,24560308,0,0,1,1,0.462,0.26,2.167,0.74
"9384",9384,24560309,0,0,0.971,1,0.756,0.366,0.522,0.634
"9385",9385,24560310,0,0,1,1.062,0.533,0.224,0.765,0.776
"9386",9386,24560311,0,0,1.077,0.929,0.929,0.23,0,0.77
"9387",9387,24560312,0.125,0,0.937,1.067,0.842,0.218,0.75,0.782
"9388",9388,24560313,0,0.286,0.933,0.786,0.682,0.367,0.667,0.633
"9389",9389,24560314,0,0,0.944,1,0.818,0.349,1,0.667
"9390",9390,24560315,0,0,1.056,1,0.783,0.228,0.556,0.772
"9391",9391,24560316,0,0,1,1,0.731,0.263,0.538,0.758
"9392",9392,24560317,0,0,1,1,0.812,0.211,0.5,0.789
"9393",9393,24560318,0,0,1,0.968,0.816,0.306,0.364,0.694
"9394",9394,24560319,0,0,1,1,0.63,0.248,1.111,0.743
"9395",9395,24560320,0,0,1.043,1,0.885,0.283,0.25,0.707
"9396",9396,24560321,0,0.062,1,0.969,0.696,0.397,0.824,0.612
"9397",9397,24560322,0,0,1,1,0.732,0.446,1.571,0.554
"9398",9398,24560323,0.105,0,0.947,1.056,1,0.2,0.25,0.8
"9399",9399,24560324,0,0,1,1,0.75,0.308,0.545,0.679
"9400",9400,24560325,0.087,0,1,0.957,0.548,0.307,0.857,0.701
"9401",9401,24560326,0,0,1,0.964,0.824,0.324,0.375,0.676
"9402",9402,24560327,0,0,1.042,0.96,0.686,0.417,0.44,0.595
"9403",9403,24560328,0,0,1,1,0.953,0.358,0.222,0.642
"9404",9404,24560329,0,0.073,0.976,0.927,0.667,0.328,1.105,0.667
"9405",9405,24560330,0,0,1.045,0.957,0.595,0.289,1.077,0.719
"9406",9406,24560331,0,0,1,0.937,0.381,0.525,3.25,0.475
"9407",9407,24560332,0,0,1,1,0.412,0.212,4.5,0.8
"9408",9408,24560333,0,0,1,0.667,0.25,0.183,2.571,0.817
"9409",9409,24560334,NA,NA,NA,NA,NA,NA,NA,NA
"9410",9410,24560335,0.1,0.111,0.9,1,0.408,0.671,1.579,0.329
"9411",9411,24560336,0,0,1,1,0.356,0.5,1.074,0.5
"9412",9412,24560337,0,0,1,0.955,0.319,0.676,2.182,0.314
"9413",9413,24560338,0,0,1,1,0.442,0.448,1.333,0.562
"9414",9414,24560339,0,0,1,1,0.393,0.304,1.308,0.696
"9415",9415,24560340,0,0,1,1,0.312,0.405,1.692,0.595
"9416",9416,24560341,0,0.222,0.9,0.889,0.25,0.5,3.1,0.5
"9417",9417,24560342,0,0.054,1.028,0.973,0.367,0.667,1.906,0.333
"9418",9418,24560343,0,0,1,1,0.625,0.222,2.333,0.778
"9419",9419,24560344,0.235,0,0.765,1,0.386,0.419,1.929,0.581
"9420",9420,24560345,0,0,1,1.333,0.214,0.187,1.667,0.84
"9421",9421,24560346,0,0,1,1.111,0.375,0.329,5,0.685
"9422",9422,2457,0.031,0.016,0.969,0.984,0.685,0.327,1.042,0.673
"9423",9423,24570012,0.009,0.015,0.991,0.988,0.722,0.583,1.17,0.418
"9424",9424,24570013,0,0,1,1,0.5,0.301,0.778,0.699
"9425",9425,24570014,0,0,0.933,1,0.789,0.268,0.857,0.718
"9426",9426,24570015,0,0,1,1,0.52,0.352,2.4,0.662
"9427",9427,24570016,0.222,0,0.889,1,0.562,0.216,0.778,0.797
"9428",9428,24570017,0,0,1,1.059,0.654,0.268,1.6,0.732
"9429",9429,24570018,0.4,0,0.6,1,1.25,0.062,0,0.922
"9430",9430,24570019,0,0,1,1,0.625,0.329,1.5,0.671
"9431",9431,24570020,0,0,0.917,0.909,0.8,0.205,0.667,0.795
"9432",9432,24570021,0,0,1,1,0.765,0.233,1,0.753
"9433",9433,24570022,0.143,0.25,0.857,0.833,0.667,0.219,0.778,0.781
"9434",9434,24570023,0,0,1,1,0.909,0.242,0.429,0.747
"9435",9435,24570024,0,0,0.962,1,0.591,0.579,1.056,0.447
"9436",9436,24570025,0,0,1,1,0.435,0.295,1.273,0.692
"9437",9437,24570026,0,0,1,1,0.548,0.463,0.7,0.537
"9438",9438,24570027,0,0,1,1,0.72,0.397,1,0.603
"9439",9439,24570028,0.061,0.062,0.97,0.969,0.66,0.568,1.133,0.432
"9440",9440,24570036,0.036,0.075,0.964,0.943,0.679,0.382,0.962,0.613
"9441",9441,24570037,0,0.1,1,0.85,0.541,0.42,2.571,0.58
"9442",9442,24570038,0,0,1,1,0.5,0.225,1.25,0.787
"9443",9443,24570039,0,0,1,1,0.714,0.175,2e+05,0.825
"9444",9444,24570040,0.294,0,0.647,1,0.63,0.218,1,0.782
"9445",9445,24570041,0,0,1,1,0.5,0.263,2,0.737
"9446",9446,24570042,0,0,1,1,0.828,0.362,0.625,0.637
"9447",9447,24570043,0.051,0,0.974,1,0.75,0.315,1,0.685
"9448",9448,24570044,0,0,0.941,1.062,0.81,0.25,0.667,0.75
"9449",9449,24570045,0.3,0,0.7,1,1,0.159,0,0.841
"9450",9450,24570046,0,0,1,0.971,0.791,0.344,1,0.648
"9451",9451,24570047,0,0,1.056,1,0.9,0.247,0.4,0.753
"9452",9452,24570048,0.105,0,0.947,1,0.704,0.243,1.333,0.757
"9453",9453,24570049,0,0,1,1,0.821,0.23,0.556,0.77
"9454",9454,24570050,0,0.061,0.971,0.939,0.694,0.269,1.875,0.731
"9455",9455,24570051,0,0,1.167,1,0.545,0.134,0.8,0.878
"9456",9456,24570052,0,0.047,0.977,0.953,0.863,0.305,0.583,0.701
"9457",9457,24570053,0,0,0.889,1,0.818,0.282,0.333,0.744
"9458",9458,24570054,0,0,1,1.059,0.85,0.147,150000,0.853
"9459",9459,24570055,0,0,1.045,0.957,0.815,0.318,0.625,0.671
"9460",9460,24570056,0.087,0,0.957,0.955,0.767,0.312,0.375,0.698
"9461",9461,24570057,0,0,1,0.947,0.396,0.444,1.217,0.556
"9462",9462,24570058,0,0.091,1,0.909,0.733,0.288,0.571,0.712
"9463",9463,24570059,0,0,0.972,1,0.61,0.513,1.643,0.487
"9464",9464,24570060,0,0,1.091,0.917,0.579,0.2,2,0.811
"9465",9465,24570061,0.125,0,0.937,1,0.727,0.262,1,0.738
"9466",9466,24570062,0,0,1,1,0.769,0.28,0.545,0.72
"9467",9467,24570063,0,0,1.04,0.962,0.641,0.513,0.875,0.474
"9468",9468,24570064,0,0,1,1,0.846,0.143,1.5,0.846
"9469",9469,24570065,0,0,0.923,1,0.867,0.174,0.667,0.826
"9470",9470,24570066,0.154,0,0.846,1,1,0.165,0,0.835
"9471",9471,24570068,0,0,1,0.972,0.766,0.409,0.458,0.591
"9472",9472,24570069,0,0,0.96,1,0.862,0.279,0.5,0.721
"9473",9473,24570070,0,0,1,0.981,0.844,0.481,0.385,0.519
"9474",9474,24570071,0,0.062,0.97,0.969,0.702,0.547,0.824,0.43
"9475",9475,24570072,0,0,1,1,0.677,0.369,1.25,0.631
"9476",9476,24570073,0,0.087,1,0.913,0.767,0.323,1.75,0.677
"9477",9477,24570074,0.051,0.053,0.974,0.974,0.639,0.318,2.2,0.682
"9478",9478,24570075,0,0,1,0.923,0.406,0.395,1.462,0.617
"9479",9479,24570076,0,0,1,1,0.5,0.206,2.6,0.794
"9480",9480,24570077,0,0,0.947,1.056,0.792,0.255,1.5,0.745
"9481",9481,24570078,0.187,0,0.812,1,0.727,0.169,1.5,0.831
"9482",9482,24570079,0,0,1,1,0.895,0.196,0.154,0.804
"9483",9483,24570080,0,0,0.917,1.091,0.706,0.215,1.333,0.785
"9484",9484,24570081,0.19,0,0.762,1,0.778,0.284,1.167,0.716
"9485",9485,24570082,0,0,1,1,0.824,0.274,2,0.71
"9486",9486,24570083,0,0,1,0.95,0.465,0.253,1.533,0.747
"9487",9487,24570084,0,0,1,1,0.767,0.19,1.222,0.81
"9488",9488,24570088,0,0,1.036,0.966,0.778,0.277,0.8,0.723
"9489",9489,24570089,0,0,1,1,0.744,0.361,0.857,0.63
"9490",9490,24570136,0,0,1.03,1,0.868,0.255,0.5,0.752
"9491",9491,24570138,0.105,0,0.907,1,0.688,0.5,0.848,0.496
"9492",9492,24570139,0,0,0.937,1.067,0.5,0.333,1.7,0.667
"9493",9493,24570140,0,0,1,0.909,0.478,0.307,1.333,0.693
"9494",9494,24570141,0.049,0,0.951,1,0.745,0.379,0.941,0.621
"9495",9495,24570142,0,0,1,0.952,0.583,0.316,0.937,0.684
"9496",9496,24570143,0.125,0,0.937,1,0.667,0.324,4,0.662
"9497",9497,24570144,0,0.1,0.952,0.9,0.538,0.398,2.571,0.592
"9498",9498,24570145,0,0,1,1.059,0.654,0.277,4,0.713
"9499",9499,24570146,0,0,1,1,0.6,0.145,1,0.87
"9500",9500,24570147,0,0,1.059,0.944,0.739,0.253,1.2,0.747
"9501",9501,24570148,0.125,0,0.875,0.929,0.552,0.326,1.625,0.663
"9502",9502,24570149,0,0,1,1,0.704,0.216,1.143,0.784
"9503",9503,24570150,0,0,1.083,0.923,0.571,0.231,4,0.769
"9504",9504,24570151,0,0,1,1,0.585,0.356,1.909,0.644
"9505",9505,24570152,0.034,0.015,0.97,0.981,0.669,0.453,1.056,0.549
"9506",9506,24570153,0.02,0.031,0.985,0.964,0.677,0.459,1.148,0.541
"9507",9507,24570154,0,0,0.857,1.167,0.5,0.206,1.75,0.794
"9508",9508,24570155,0,0,1,0.937,0.889,0.305,0.333,0.695
"9509",9509,24570156,0.167,0.3,0.833,0.8,0.8,0.156,0.231,0.844
"9510",9510,24570157,0,0.333,1.2,0.667,0.455,0.22,3,0.76
"9511",9511,24570158,0,0,1,1,0.655,0.184,1,0.81
"9512",9512,24570159,0,0,1,0.875,0.5,0.213,2.667,0.787
"9513",9513,24570161,0,0.1,0.952,0.9,0.538,0.39,0.75,0.61
"9514",9514,24570163,0,0.107,1,0.893,0.583,0.48,1.538,0.52
"9515",9515,24570164,0,0,1.091,1,0.44,0.291,1.75,0.709
"9516",9516,24570167,0,0.1,1,1,0.87,0.426,0.429,0.574
"9517",9517,24570168,0.08,0,0.96,0.958,0.581,0.512,0.944,0.488
"9518",9518,24570169,0,0,1,1.033,0.6,0.476,1.176,0.524
"9519",9519,24570170,0.174,0,0.826,1,0.511,0.381,1.75,0.627
"9520",9520,24570171,0,0,1,1,0.594,0.364,2.333,0.625
"9521",9521,24570174,0,0,1,1,0.583,0.24,3.333,0.76
"9522",9522,24570175,0.041,0,0.98,1,0.754,0.419,0.882,0.581
"9523",9523,24570176,0.062,0,0.951,0.987,0.771,0.299,0.548,0.704
"9524",9524,24570177,0,0,0.955,1.048,0.759,0.274,1.4,0.726
"9525",9525,24570178,0.012,0.013,0.981,0.994,0.804,0.518,0.464,0.482
"9526",9526,24570179,0,0,1,1,0.767,0.291,0.917,0.709
"9527",9527,24570180,0,0,1,1,0.8,0.212,0.333,0.788
"9528",9528,24570181,0,0,1,0.968,0.756,0.273,1.222,0.727
"9529",9529,24570182,0,0,1,0.947,0.905,0.25,0.25,0.75
"9530",9530,24570184,0.039,0,0.961,1.02,0.654,0.322,1.286,0.682
"9531",9531,24570185,0,0.114,1,0.914,0.565,0.585,1.368,0.425
"9532",9532,24570186,0,0,1,1,0.625,0.101,0.667,0.899
"9533",9533,24570187,0,0,1.053,1,0.679,0.224,1,0.768
"9534",9534,24570188,0,0,1,1.1,0.714,0.163,0.667,0.837
"9535",9535,24570189,0,0,1,1,0.444,0.247,5,0.74
"9536",9536,24570190,0.333,0,0.833,1,0.667,0.098,1e+05,0.902
"9537",9537,24570191,0,0,1,1.25,0.444,0.084,150000,0.916
"9538",9538,24570192,0.111,0,0.944,1,0.72,0.2,0.538,0.808
"9539",9539,24570194,0,0,0.937,1.067,0.889,0.214,150000,0.798
"9540",9540,24570196,0,0,1.077,1,0.867,0.195,0.4,0.792
"9541",9541,24570197,0.167,0,0.833,1,0.706,0.179,250000,0.832
"9542",9542,24570198,0,0,1,1,0.75,0.205,1.25,0.795
"9543",9543,24570200,0,0,1,1,0.625,0.2,0.556,0.812
"9544",9544,24570201,0.091,0,0.909,1,0.629,0.252,1,0.748
"9545",9545,24570208,0,0,1,1,0.812,0.239,0.462,0.761
"9546",9546,24570209,0,0.312,0.941,0.687,0.654,0.15,0.818,0.85
"9547",9547,24570210,0.028,0.071,0.972,0.929,0.507,0.389,1.643,0.611
"9548",9548,24570211,0.159,0,0.841,1.019,0.543,0.583,1.529,0.417
"9549",9549,24570213,0,0,1.067,1,0.682,0.232,3.5,0.768
"9550",9550,24570214,0.043,0,0.978,1,0.902,0.188,0.267,0.815
"9551",9551,24570215,0,0,1,0.966,0.58,0.352,1.5,0.648
"9552",9552,24570216,0,0.143,1,0.929,0.519,0.284,1.333,0.726
"9553",9553,24570217,0,0,0.964,1,0.757,0.343,1.286,0.657
"9554",9554,24570218,0,0,1.062,1,0.842,0.179,0.333,0.821
"9555",9555,24570219,0,0,1,1,0.884,0.331,0.312,0.669
"9556",9556,24570220,0,0,1,1,0.895,0.241,0.222,0.759
"9557",9557,24570221,0,0,1.056,1,0.692,0.255,0.778,0.755
"9558",9558,24570222,0,0,1,1,0.818,0.234,0.5,0.766
"9559",9559,24570223,0,0,1.056,0.947,0.75,0.22,0.625,0.78
"9560",9560,24570224,0,0,1,1,0.74,0.263,1,0.742
"9561",9561,24570225,0,0,1,1,0.739,0.215,0.857,0.785
"9562",9562,24570226,0,0,1.056,0.947,0.9,0.19,0.333,0.819
"9563",9563,24570227,0,0.067,1.023,0.933,0.687,0.356,2.111,0.644
"9564",9564,24570228,0.08,0.087,0.92,0.957,0.758,0.221,0.8,0.785
"9565",9565,24570229,0.028,0,0.972,0.996,0.681,0.46,1.192,0.539
"9566",9566,24570230,0.136,0,0.909,1,0.71,0.267,1.333,0.733
"9567",9567,24570231,0.286,0.125,0.762,0.937,0.5,0.5,2,0.5
"9568",9568,24570232,0,0,1,1,0.5,0.282,3.667,0.718
"9569",9569,24570233,0,0,1,1,0.619,0.42,1.231,0.58
"9570",9570,24570234,0,0,1,1.059,0.586,0.58,1.222,0.44
"9571",9571,24570235,0,0,1.045,1,0.815,0.36,0.571,0.64
"9572",9572,24570236,0,0,1,0.923,0.722,0.194,1,0.796
"9573",9573,24570237,0,0,1.062,1,0.889,0.2,0.286,0.811
"9574",9574,24570238,0,0,1,1,0.485,0.347,2.125,0.653
"9575",9575,24570239,0.036,0,0.982,1,0.724,0.303,0.769,0.697
"9576",9576,24570240,0.105,0.105,1,0.947,0.704,0.422,0.667,0.594
"9577",9577,24570241,0.25,0,0.875,1,0.727,0.155,0.5,0.831
"9578",9578,24570242,0,0,1,1,0.636,0.256,0.857,0.744
"9579",9579,24570243,0,0,1,1,0.692,0.375,1.5,0.625
"9580",9580,24570244,0.041,0.029,0.959,0.986,0.664,0.564,1.156,0.436
"9581",9581,24570245,0,0,0.929,1,0.583,0.224,2,0.776
"9582",9582,24570246,0,0,1,1,0.429,0.233,2.4,0.767
"9583",9583,24570247,0.119,0,0.869,1.014,0.651,0.305,0.957,0.695
"9584",9584,24570248,0,0,1.024,1,0.854,0.296,0.5,0.698
"9585",9585,24570249,0.412,0,0.588,1.1,0.85,0.25,0.6,0.737
"9586",9586,24570250,0,0,1,1,0.733,0.113,0.8,0.887
"9587",9587,24570251,0,0,1,1.05,0.769,0.177,0.357,0.823
"9588",9588,24570252,0,0,1,1,0.821,0.29,0.909,0.705
"9589",9589,24570253,0,0,0.962,1,0.413,0.373,2.176,0.627
"9590",9590,24570254,0,0,1,1,0.734,0.297,0.676,0.703
"9591",9591,24570255,0,0,1,1,0.81,0.186,1,0.823
"9592",9592,24570256,0,0,0.964,1.037,0.56,0.267,1.833,0.738
"9593",9593,24570257,0.082,0,0.904,1,0.646,0.477,1.108,0.519
"9594",9594,2458,0.204,0.038,0.796,0.962,0.5,0.363,1.544,0.637
"9595",9595,24580001,0,0.333,1,0.833,0.24,0.379,2.222,0.606
"9596",9596,24580002,0,0,1,1,0.5,0.281,2.25,0.702
"9597",9597,24580003,0,0,1,0.941,0.37,0.529,1.611,0.471
"9598",9598,24580004,0,0,1,1,0.429,0.412,1.222,0.588
"9599",9599,24580005,0.05,0,0.925,0.973,0.465,0.515,1.643,0.479
"9600",9600,24580006,0.133,0,1,0.933,0.517,0.354,3.5,0.634
"9601",9601,24580007,0,0,1.111,1,0.333,0.415,2.571,0.585
"9602",9602,24580008,0.25,0,0.786,1,0.412,0.456,1.857,0.544
"9603",9603,24580009,0,0,0.933,1.071,0.652,0.329,2.333,0.671
"9604",9604,24580010,0.318,0.2,0.682,0.8,0.595,0.209,0.652,0.797
"9605",9605,24580011,0,0.091,0.957,0.955,0.442,0.642,1.667,0.358
"9606",9606,24580012,0,0,1,1,0.45,0.342,2.2,0.658
"9607",9607,24580013,0,0,1,1,0.583,0.164,1.667,0.836
"9608",9608,24580014,0,0,1,1,0.513,0.207,1.187,0.798
"9609",9609,24580015,0,0,1,0.947,0.543,0.343,2.125,0.657
"9610",9610,24580016,0,0.118,1,0.941,0.548,0.159,1.4,0.841
"9611",9611,24580017,0.118,0,0.941,1,0.447,0.237,2.222,0.762
"9612",9612,24580018,0,0,1.143,0.875,0.368,0.232,3,0.78
"9613",9613,24580019,0.231,0,0.769,1,0.371,0.304,1.692,0.696
"9614",9614,24580020,0,0,1,0.875,0.364,0.324,7,0.676
"9615",9615,24580021,0,0,1,0.8,0.357,0.203,1.8,0.797
"9616",9616,24580022,0.316,0,0.684,1,0.576,0.429,1.273,0.584
"9617",9617,24580023,0.273,0,0.697,1.043,0.508,0.631,1.737,0.369
"9618",9618,24580024,0.52,0.182,0.44,0.909,0.439,0.626,1.778,0.374
"9619",9619,24580025,0,0,1,1,0.417,0.222,1,0.778
"9620",9620,24580026,0.441,0,0.559,0.947,0.5,0.654,1.222,0.346
"9621",9621,24580027,0.129,0,0.903,0.964,0.596,0.423,1.5,0.577
"9622",9622,24580028,0.231,0,0.846,0.909,0.481,0.36,0.7,0.64
"9623",9623,24580029,0,0.2,1,0.7,0.357,0.378,4.5,0.622
"9624",9624,24580030,0.5,0,0.75,1,0.267,0.484,2.5,0.484
"9625",9625,24580031,0,0,1.5,1,0.111,0.273,3.2,0.727
"9626",9626,24580032,0,0,1,1,0.471,0.378,1.5,0.622
"9627",9627,24580033,0,0,0.958,1,0.444,0.557,1.25,0.454
"9628",9628,24580034,0.143,0,0.929,0.923,0.368,0.4,1.437,0.6
"9629",9629,24580035,0.333,0,0.667,1.25,0.25,0.205,3.8,0.795
"9630",9630,24580036,0.2,0,0.8,1,0.4,0.24,2.667,0.76
"9631",9631,24580037,0.133,0,0.8,0.917,0.366,0.414,1.286,0.576
"9632",9632,24580038,0.312,0,0.625,1,0.696,0.418,0.7,0.582
"9633",9633,24580039,0.278,0.154,0.722,0.846,0.6,0.349,1.444,0.651
"9634",9634,24580040,0.171,0,0.829,1,0.574,0.57,1,0.421
"9635",9635,24580041,0.273,0,0.818,1,0.324,0.472,2.2,0.528
"9636",9636,24580042,0.289,0,0.684,1.038,0.594,0.604,1.857,0.396
"9637",9637,24580043,0.1,0,0.9,0.944,0.5,0.4,1.053,0.59
"9638",9638,24580044,0.086,0,0.914,1,0.522,0.504,1.143,0.489
"9639",9639,24580045,0,0,1,1,0.375,0.523,2.059,0.477
"9640",9640,24580046,0.364,0,0.591,1.077,0.458,0.539,1.042,0.461
"9641",9641,24580047,0.182,0,0.727,1.125,0.423,0.347,1,0.653
"9642",9642,24580048,0.471,0,0.529,1,0.347,0.563,1.632,0.46
"9643",9643,24580049,0.303,0,0.697,1,0.452,0.603,2.222,0.397
"9644",9644,24580050,0.308,0.2,0.769,0.8,0.351,0.468,2.875,0.532
"9645",9645,24580051,0.455,0,0.636,1,0.212,0.578,1.667,0.433
"9646",9646,24580052,0.308,0,0.692,1,0.5,0.338,1.2,0.662
"9647",9647,24580053,0,0,0.913,1,0.622,0.425,1,0.575
"9648",9648,24580054,0.263,0,0.684,1,0.514,0.487,1.059,0.526
"9649",9649,24580055,0.273,0,0.727,0.875,0.344,0.33,1.4,0.66
"9650",9650,24580056,0.095,0,0.952,1,0.457,0.4,0.923,0.6
"9651",9651,24580057,0.364,0.091,0.667,0.864,0.429,0.579,1.1,0.421
"9652",9652,24580058,0.222,0.25,0.889,0.625,0.36,0.347,2.667,0.653
"9653",9653,24580059,0.294,0,0.706,1,0.436,0.453,1.375,0.547
"9654",9654,24580060,0.625,0,0.5,1,0.267,0.405,1.75,0.608
"9655",9655,24580061,0.5,0,0.5,1,0.486,0.416,1.125,0.573
"9656",9656,24580062,0,0,1,1,0.419,0.566,1.923,0.434
"9657",9657,24580063,0.25,0,0.75,0.958,0.552,0.513,0.867,0.487
"9658",9658,24580064,0,0,1,1,0.292,0.276,1.889,0.724
"9659",9659,24580065,0.3,0,0.7,1,0.286,0.376,1.471,0.624
